Person,Time (Chinese),Start Time,End Time,Place,Event
Chumo 處默,?,0835-01-01,0881-03-01,Wu-Yue 吳越,from here
Chumo 處默,?,0881-03-01,0881-07-01,Mt. Beigu 北固山,travels here with Luo Yin
Chumo 處默,?,0881-07-01,0882-12-01,Qiantang 錢塘,travels here with Luo Yin
Chumo 處默,中和2,0882-12-01,0883-02-01,Mt. Lu 廬山,Luo Yin sends him a poem here
Chumo 處默,,0883-02-01,0884-02-01,Mt. Lu 廬山,
Chumo 處默,,0884-02-01,0885-02-01,Mt. Lu 廬山,
Chumo 處默,,0885-02-01,0886-02-01,Mt. Lu 廬山,
Chumo 處默,,0886-02-01,0887-02-01,Mt. Lu 廬山,
Chumo 處默,,0887-02-01,0888-02-01,Mt. Lu 廬山,
Chumo 處默,,0888-02-01,0889-02-01,Mt. Lu 廬山,
Chumo 處默,,0889-02-01,0890-02-01,Mt. Lu 廬山,
Chumo 處默,,0890-02-01,0891-02-01,Mt. Lu 廬山,
Chumo 處默,,0891-02-01,0892-02-01,Mt. Lu 廬山,
Chumo 處默,,0892-02-01,0893-03-22,Mt. Lu 廬山,
Chumo 處默,景福2,0893-03-22,0894-02-01,?,writes poem thinking of Mt. Lu
Chumo 處默,,0894-02-01,0895-02-01,?,
Chumo 處默,,0895-02-01,0896-02-01,?,
Chumo 處默,,0896-02-01,0897-02-01,?,
Chumo 處默,,0897-02-01,0898-02-01,?,
Chumo 處默,,0898-02-01,0899-02-14,?,
Chumo 處默,光化2,0899-02-14,0899-02-14,Hongzhou 洪州,"exchanges poems with Xiumu, who is Samgha rectifier here"
Danjiao 淡交,乾符,0874-12-17,0875-02-01,Suzhou 蘇州,"lived here, active during this period"
Danjiao 淡交,,0875-02-01,0876-02-01,Suzhou 蘇州,
Danjiao 淡交,,0876-02-01,0877-02-01,Suzhou 蘇州,
Danjiao 淡交,,0877-02-01,0878-02-01,Suzhou 蘇州,
Danjiao 淡交,,0878-02-01,0879-02-01,Suzhou 蘇州,
Danjiao 淡交,,0879-02-01,0880-02-13,Suzhou 蘇州,
Danjiao 淡交,,0880-02-13,0880-02-13,Suzhou 蘇州,
Fazhen 法振,,0760-02-01,0761-02-01,Jiangdong 江東,
Fazhen 法振,,0761-02-01,0762-02-01,Jiangdong 江東,
Fazhen 法振,,0762-02-01,0763-02-01,Jiangdong 江東,
Fazhen 法振,,0763-02-01,0764-02-01,Jiangdong 江東,
Fazhen 法振,,0764-02-01,0765-02-01,Jiangdong 江東,
Fazhen 法振,,0765-02-01,0766-02-01,Jiangdong 江東,
Fazhen 法振,,0766-02-01,0767-02-01,Jiangdong 江東,
Fazhen 法振,,0767-02-01,0768-03-23,Jiangdong 江東,
Fazhen 法振,大歷3 Spring,0768-03-23,0768-11-14,Chang'an 長安,"Meets Huangfu Ran 皇甫冉, they both write poems sending off Chang Qianguang 常謙光"
Fazhen 法振,大歷3 Autumn,0768-11-14,0768-11-14,Chang'an 長安,Living at Ci'en Temple 慈恩寺
Guangxuan 廣宣,,0790-02-01,0791-02-01,Jiaozhou 交州,
Guangxuan 廣宣,,0791-02-01,0792-02-01,Jiaozhou 交州,
Guangxuan 廣宣,,0792-02-01,0793-02-01,Jiaozhou 交州,
Guangxuan 廣宣,,0793-02-01,0794-02-01,Jiaozhou 交州,
Guangxuan 廣宣,,0794-02-01,0795-02-01,Jiaozhou 交州,
Guangxuan 廣宣,,0795-02-01,0796-02-01,Jiaozhou 交州,
Guangxuan 廣宣,,0796-02-01,0797-02-01,Jiaozhou 交州,
Guangxuan 廣宣,,0797-02-01,0798-02-01,Jiaozhou 交州,
Guangxuan 廣宣,,0798-02-01,0799-02-01,Jiaozhou 交州,
Guangxuan 廣宣,,0799-02-01,0800-02-01,Jiaozhou 交州,
Guangxuan 廣宣,,0800-02-01,0801-01-18,Jiaozhou 交州,
Guangxuan 廣宣,貞元17,0801-01-18,0802-02-01,Shu 蜀,
Guangxuan 廣宣,,0802-02-01,0803-02-01,Shu 蜀,
Guangxuan 廣宣,,0803-02-01,0804-02-01,Shu 蜀,
Guangxuan 廣宣,,0804-02-01,0805-02-01,Shu 蜀,
Guangxuan 廣宣,,0805-02-01,0806-02-01,Shu 蜀,
Guangxuan 廣宣,,0806-02-01,0807-02-01,Shu 蜀,
Guangxuan 廣宣,,0807-02-01,0808-02-01,Shu 蜀,
Guangxuan 廣宣,,0808-02-01,0809-02-01,Shu 蜀,
Guangxuan 廣宣,,0809-02-01,0810-02-01,Shu 蜀,
Guangxuan 廣宣,,0810-02-01,0811-02-01,Shu 蜀,
Guangxuan 廣宣,,0811-02-01,0812-02-01,Shu 蜀,
Guangxuan 廣宣,,0812-02-01,0813-02-01,Shu 蜀,
Guangxuan 廣宣,,0813-02-01,0814-10-30,Shu 蜀,
Guangxuan 廣宣,元和9九月五十日,0814-10-30,0814-11-16,Chang'an 長安,"At Anguo Temple 安國寺, presents poem to imperial court"
Guangxuan 廣宣,元和9十月,0814-11-16,0815-02-13,Chang'an 長安,"Seeks literati poets, Han Yu 韓愈 sends him something"
Guangxuan 廣宣,元和10,0815-02-13,0816-02-01,Chang'an 長安,shows poems to Bai Juyi 白居易
Guangxuan 廣宣,,0816-02-01,0817-02-01,Chang'an 長安,
Guangxuan 廣宣,,0817-02-01,0818-02-01,Chang'an 長安,
Guangxuan 廣宣,,0818-02-01,0819-02-01,Chang'an 長安,
Guangxuan 廣宣,,0819-02-01,0820-03-01,Chang'an 長安,
Guangxuan 廣宣,元和15,0820-03-01,0821-02-01,Chang'an 長安,Li Yi 李益 sends him a poem
Guangxuan 廣宣,,0821-02-01,0822-02-01,Chang'an 長安,
Guangxuan 廣宣,,0822-02-01,0823-03-16,Chang'an 長安,
Guangxuan 廣宣,長慶3二月,0823-03-16,0824-02-01,Chang'an 長安,writes poem congratulating Wang Qi 王起 on exams; others 'continue' it
Guangxuan 廣宣,,0824-02-01,0825-02-01,Chang'an 長安,
Guangxuan 廣宣,,0825-02-01,0826-02-01,Chang'an 長安,
Guangxuan 廣宣,,0826-02-01,0827-02-01,Chang'an 長安,
Guangxuan 廣宣,,0827-02-01,0828-02-01,Chang'an 長安,
Guangxuan 廣宣,,0828-02-01,0829-02-01,Chang'an 長安,
Guangxuan 廣宣,,0829-02-01,0830-02-01,Chang'an 長安,
Guangxuan 廣宣,,0830-02-01,0831-02-01,Chang'an 長安,
Guangxuan 廣宣,,0831-02-01,0832-02-01,Chang'an 長安,
Guangxuan 廣宣,,0832-02-01,0833-02-01,Chang'an 長安,
Guangxuan 廣宣,,0833-02-01,0834-02-01,Chang'an 長安,
Guangxuan 廣宣,,0834-02-01,0835-02-01,Chang'an 長安,
Guangxuan 廣宣,,0835-02-01,0836-01-21,Chang'an 長安,
Guangxuan 廣宣,太和,0836-01-21,0836-01-21,Chang'an 長安,dies sometime in this reign period?
Guanwei 貫微,清泰2,0935-02-06,0936-02-01,Changsha 長沙,exchanges poems with Xuzhong
Guanwei 貫微,,0936-02-01,0937-02-13,Changsha 長沙,
Guanwei 貫微,天福2,0937-02-13,0938-02-02,Jingmen 荊門,exchanges poems with Qiji
Guanxiu 貫休,開成3,0838-03-01,0839-03-01,He’an Temple in Lanxi 蘭溪和安寺,"Becomes a monk, studies Lotus Sutra under Yuanzhēn 圓貞"
Guanxiu 貫休,,0839-03-01,0840-03-01,He’an Temple in Lanxi 蘭溪和安寺,
Guanxiu 貫休,,0840-03-01,0841-03-01,He’an Temple in Lanxi 蘭溪和安寺,
Guanxiu 貫休,會昌1,0841-03-01,0842-03-01,He’an Temple in Lanxi 蘭溪和安寺,Studies Buddhism and poetry
Guanxiu 貫休,會昌2,0842-03-01,0843-03-01,He’an Temple in Lanxi 蘭溪和安寺,Starts to become known for his poetry
Guanxiu 貫休,會昌3,0843-03-01,0844-03-01,He’an Temple in Lanxi 蘭溪和安寺,Starts to become known for his poetry
Guanxiu 貫休,會昌4,0844-03-01,0845-03-01,He’an Temple in Lanxi 蘭溪和安寺,Starts to become known for his poetry
Guanxiu 貫休,會昌5,0845-03-01,0846-03-01,He’an Temple in Lanxi 蘭溪和安寺,Starts to become known for his poetry
Guanxiu 貫休,會昌6,0846-03-01,0847-03-01,He’an Temple in Lanxi 蘭溪和安寺,Starts to become known for his poetry
Guanxiu 貫休,大中1,0847-03-01,0848-03-01,Wuxie Temple in Zhuji County 諸暨縣五洩寺,Goes to Wuxie Temple in Zhuji County 諸暨縣五洩寺 to practice Chan
Guanxiu 貫休,大中2,0848-03-01,0849-03-01,Wuxie Temple in Zhuji County 諸暨縣五洩寺,Practicing Chan
Guanxiu 貫休,大中3,0849-03-01,0850-03-01,Wuxie Temple in Zhuji County 諸暨縣五洩寺,Practicing Chan
Guanxiu 貫休,大中4,0850-03-01,0851-03-01,Wuxie Temple in Zhuji County 諸暨縣五洩寺,Practicing Chan
Guanxiu 貫休,大中5,0851-03-01,0852-03-01,Wuxie Temple in Zhuji County 諸暨縣五洩寺,"Receives full ordination, formally made a monk"
Guanxiu 貫休,大中6,0852-03-01,0853-03-01,Wuxie Temple in Zhuji County 諸暨縣五洩寺,Becomes famous for poetry
Guanxiu 貫休,大中7,0853-03-01,0854-03-01,Wuxie Temple in Zhuji County 諸暨縣五洩寺,Becomes famous for poetry
Guanxiu 貫休,大中8,0854-03-01,0855-03-01,Wuxie Temple in Zhuji County 諸暨縣五洩寺,Becomes famous for poetry
Guanxiu 貫休,大中9,0855-03-01,0856-03-01,Mt. Lanka in Suzhou 蘇州楞伽山,"Leaves Wuxie Temple, goes to Mt. Lanka in Suzhou 蘇州楞伽山 to visit Chan Master Kuàng 曠禪師"
Guanxiu 貫休,大中10,0856-03-01,0857-03-01,Yuezhou 越州,"Visits Shen Xun 沈詢, meets Zhou Pu 周朴 on the road"
Guanxiu 貫休,大中11,0857-03-01,0857-07-01,Jinyun 縉雲,Travels south to Jinyun to visit Duàn Chengshi 段成式
Guanxiu 貫休,大中11,0857-07-01,0858-03-01,Longquan County 龍泉縣,"Travels west, enters Gàn 贛 (Jiangxi)"
Guanxiu 貫休,大和12,0858-03-01,0858-07-01,Kaiyuan Temple in Hongzhou 洪州開元寺,Studies Lotus Sutra
Guanxiu 貫休,大和12,0858-07-01,0859-03-01,Kaiyuan Temple in Hongzhou 洪州開元寺,Writes poem sending off Xuanyuan Ji 軒轅集 to Mt. Luofu 羅浮山
Guanxiu 貫休,大和13,0859-03-01,0859-07-01,Kaiyuan Temple in Hongzhou 洪州開元寺,Studies Lotus Sutra
Guanxiu 貫休,大和13,0859-07-01,0860-03-01,Kaiyuan Temple in Hongzhou 洪州開元寺,Becomes close with Chen Tao 陳陶
Guanxiu 貫休,大和14,0860-03-01,0860-06-01,Kaiyuan Temple in Hongzhou 洪州開元寺,"Lectures on the Lotus Sutra, the Awakening of Faith 起信論, admired by all in the area"
Guanxiu 貫休,大和14,0860-06-01,0860-11-01,Quzhou 衢州,Visits Master Wuxiàng 無相道人
Guanxiu 貫休,大和14,0860-11-01,0861-03-01,Mt. Chisong 赤松山,"Travels to Mt. Chisong with Yang Fa 楊發, Prefect of Wuzhou 婺州刺史; they write exchange poetry"
Guanxiu 貫休,咸通2,0861-03-01,0861-07-01,Pengze 彭澤,Travels to Pengze
Guanxiu 貫休,咸通2,0861-07-01,0862-03-01,Mt. Lu 廬山,Studies under Master Dàyuàn 大願和尚
Guanxiu 貫休,咸通3,0862-03-01,0863-03-01,Mt. Lu 廬山,"Reads and writes poems on earliers poets, writes about his youth in ""Thoughts on Antiquity: Nine Poems"" 古意九首"
Guanxiu 貫休,咸通4,0863-03-01,0864-03-01,Mt. Xi in Hongzhou 洪州西山,"Writes the first version of ""Poems on Dwelling in the Mountains"" 山居詩"
Guanxiu 貫休,咸通5,0864-03-01,0864-07-01,Mt. Xi in Hongzhou 洪州西山,"Writes exchange poems with Chen Tao, Hu Fen 胡汾, etc."
Guanxiu 貫休,咸通5 ,0864-07-01,0865-03-01,Poyang 鄱陽,Travels through Poyang on way back to Lanxi
Guanxiu 貫休,咸通6,0865-03-01,0866-03-01,He’an Temple in Lanxi 蘭溪和安寺,Lives in old home; starts traveling to famous temples and monasteries nearby
Guanxiu 貫休,咸通7,0866-03-01,0866-06-01,Yuezhou 越州,Travels here
Guanxiu 貫休,咸通7 ,0866-06-01,0866-10-01,Jinghu in Kuàiji 會稽鏡湖,Visits Fang Gan 方干
Guanxiu 貫休,咸通7 ,0866-10-01,0866-12-01,Mingzhou 明州,Travels around this area
Guanxiu 貫休,咸通7 ,0866-12-01,0867-03-01,Mt. Tiantai 天台山,Travels here
Guanxiu 貫休,咸通8,0867-03-01,0867-06-01,Taizhou 台州,Travels here
Guanxiu 貫休,咸通8,0867-06-01,0867-11-01,Wēnzhou 溫州,Travels here
Guanxiu 貫休,咸通8,0867-11-01,0868-03-01,Cuifeng Hall in Suichang County in Chuzhou 處州遂昌翠峰禪院,Lives here
Guanxiu 貫休,咸通9,0868-03-01,0868-07-01,Wànshou Temple in Suzhou 蘇州萬壽禪寺,Lives here
Guanxiu 貫休,咸通9,0868-07-01,0869-03-01,Runzhou 潤州,Travels here
Guanxiu 貫休,咸通10,0869-03-01,0869-06-01,Yangzhou 揚州,Travels here
Guanxiu 貫休,咸通10,0869-06-01,0869-10-01,Jiànjinling Temple in Jiangning 江寧建金陵寺,Goes here
Guanxiu 貫休,咸通10,0869-10-01,0870-01-01,Mt. Jiuhua 九華山,Travels here
Guanxiu 貫休,咸通10 ,0870-01-01,0870-03-01,Poyang 鄱陽,Goes here
Guanxiu 貫休,咸通11,0870-03-01,0870-06-01,Poyang 鄱陽,"Becomes close with Lu Zhiyou 盧知猷, Prefect of Raozhou 饒州刺史"
Guanxiu 貫休,咸通11,0870-06-01,0870-11-01,Zhongling 鍾陵,Returns here
Guanxiu 貫休,咸通11,0870-11-01,0871-03-01,Mt. Lu 廬山,Travels here again
Guanxiu 貫休,咸通12,0871-03-01,0871-07-01,Mt. Lu 廬山,
Guanxiu 貫休,咸通12,0871-07-01,0872-03-01,Poyang 鄱陽,"Travels here again, writes poem sending off Lu Zhiyou to Zhedong 浙東"
Guanxiu 貫休,咸通13,0872-03-01,0873-03-01,Muzhou 睦州,"Travels with Feng Yan 馮岩, Prefect of Muzhou Commandery 睦州太守"
Guanxiu 貫休,咸通14,0873-03-01,0873-07-01,Jiande 建德,"Travels with Feng Yan 馮岩, Prefect of Muzhou Commandery 睦州太守"
Guanxiu 貫休,咸通14 ,0873-07-01,0874-03-01,Wuzhou 婺州,Returns here
Guanxiu 貫休,咸通15,0874-03-01,0875-03-01,Lanxi 蘭溪,Lives here
Guanxiu 貫休,乾符2,0875-03-01,0875-07-01,Wuzhou 婺州,"Spends time with Zheng Yi 鄭鎰, Prefect of Wuzhou 婺州刺史"
Guanxiu 貫休,乾符2 ,0875-07-01,0876-03-01,Mt. Tangtai in Quzhou 衢州唐台山,Flees here to escape destruction of the forces of Wang Ying 王郢
Guanxiu 貫休,乾符3,0876-03-01,0876-06-01,Mt. Tangtai in Quzhou 衢州唐台山,Lives here
Guanxiu 貫休,乾符3 ,0876-06-01,0876-09-01,Muzhou 睦州,"Travels here, writes exchange poems with Song Zhen 宋震, Prefect of Muzhou 睦州刺史"
Guanxiu 貫休,乾符3,0876-09-01,0876-12-01,Jiangxi 江西,Travels south when Song Zhen resigns from office
Guanxiu 貫休,乾符3,0876-12-01,0877-03-01,Hongzhou 洪州,"Writes poem to Luo Yin 羅隱, writes poem mourning death of Li Pin 李頻"
Guanxiu 貫休,乾符4,0877-03-01,0877-07-01,Xinzhou 信州,Travels here around springtime
Guanxiu 貫休,乾符4,0877-07-01,0878-03-01,Mt. Huaiyu 懷玉山,Lives at temple here
Guanxiu 貫休,乾符5,0878-03-01,0878-07-01,Quzhou 衢州,Travels here
Guanxiu 貫休,乾符5,0878-07-01,0878-11-01,Longyou County 龍游縣,Travels here
Guanxiu 貫休,乾符5,0878-11-01,0879-03-01,Wuzhou 婺州,Returns here
Guanxiu 貫休,乾符6,0879-03-01,0879-07-01,Wuzhou 婺州,Sends Zheng Yi 鄭鎰 off to Min 閩
Guanxiu 貫休,乾符6,0879-07-01,0880-03-01,Wuzhou 婺州,"Exchanges poems with new prefect Wang Zào 王慥; Writes poem about Zhou Pu 周朴, who was killed in the spring at Fuzhou 福州 during the Huang Chao rebellion"
Guanxiu 貫休,廣明1,0880-03-01,0880-06-01,Lanxi 蘭溪,Lives here
Guanxiu 貫休,廣明1,0880-06-01,0880-10-01,Changzhou 常州,Flees here to escape Huang Chao rebellion
Guanxiu 貫休,廣明1,0880-10-01,0881-03-01,Hangzhou 杭州,Visits Du Leng 杜稜 and sons
Guanxiu 貫休,廣明2 ,0881-03-01,0881-07-01,Lanxi 蘭溪,Returns here
Guanxiu 貫休,廣明2,0881-07-01,0882-03-01,Mt. Lu 廬山,"Writes and exchanges poems with Chumo 處默, Qiyin 棲隱, Xiumu 修睦, and Cao Song 曹松"
Guanxiu 貫休,中和2,0882-03-01,0883-03-01,Mt. Lu 廬山,Lives here
Guanxiu 貫休,中和3,0883-03-01,0884-03-01,Mt. Lu 廬山,Writes poems remembering deceased friends
Guanxiu 貫休,中和4,0884-03-01,0885-03-01,Mt. Lu 廬山,Lives here
Guanxiu 貫休,中和5 ,0885-03-01,0886-03-01,Quzhou 衢州,"Passes through here on way back to Zhedong 浙東, visits Prefect Du Mou 杜某"
Guanxiu 貫休,光啟2,0886-03-01,0886-07-01,Quzhou 衢州,Visits Prefect Du Mou 杜某
Guanxiu 貫休,光啟2 ,0886-07-01,0887-03-01,Wuzhou 婺州,Returns here
Guanxiu 貫休,光啟3,0887-03-01,0887-07-01,Wuzhou 婺州,"Jiang Huan 蔣環, the Prefect 太守, establishes the Xichàn jietan 洗讖戒壇, makes Guànxiu inspector of it"
Guanxiu 貫休,光啟3,0887-07-01,0888-03-01,Wuzhou 婺州,Becomes acquainted with Wei Zhuang 韋莊
Guanxiu 貫休,光啟4,0888-03-01,0888-06-01,Jinhua 金華,Living here
Guanxiu 貫休,光啟4,0888-06-01,0888-09-01,Sizhou 泗州,Passes through here on way north
Guanxiu 貫休,光啟4,0888-09-01,0888-12-01,Mt. Yitong 嶧桐山,Goes here
Guanxiu 貫休,光啟4,0888-12-01,0889-03-01,Luoyang 洛陽,Travels here
Guanxiu 貫休,龍紀1 ,0889-03-01,0889-07-01,Chang'an 長安,Travels here
Guanxiu 貫休,龍紀1,0889-07-01,0889-10-01,Zhongnan 終南山,Travels here
Guanxiu 貫休,龍紀1,0889-10-01,0890-03-01,Mt. Shang 商山,Travels here
Guanxiu 貫休,大順1,0890-03-01,0891-03-01,Chang'an 長安,Lives here
Guanxiu 貫休,大順2,0891-03-01,0891-07-01,Northern Frontier 北塞,Travels here
Guanxiu 貫休,大順2,0891-07-01,0892-03-01,Jimen 薊門,Goes here
Guanxiu 貫休,景福1,0892-03-01,0892-07-01,Huai River 淮水,"Meets old friend here, writes poem about it"
Guanxiu 貫休,景福1,0892-07-01,0893-03-01,Qiantang River 錢塘江,Crosses here; writes poem about it
Guanxiu 貫休,景福2,0893-03-01,0893-07-01,Lanxi 蘭溪,Returns here
Guanxiu 貫休,景福2,0893-07-01,0894-03-01,Hangzhou 杭州,Travels here to visit Qian Liu 錢鏐
Guanxiu 貫休,乾寧1,0894-03-01,0894-05-01,Hangzhou 杭州,"Presents poem to Qian Liu 錢鏐, won't revise it to make him look more powerful"
Guanxiu 貫休,乾寧1,0894-05-01,0894-07-01,Mt. Shēntu in Fuyang 富陽申屠山,Travels here after incident with Qian Liu 錢鏐
Guanxiu 貫休,乾寧1,0894-07-01,0894-09-01,Yi County 黟,Travels here
Guanxiu 貫休,乾寧1,0894-09-01,0894-10-15,She County 歙,Travels here
Guanxiu 貫休,乾寧1,0894-10-15,0894-12-01,Jingzhou 荊州,Travels here to escape the fighting in Huainan 淮南 and Zhejiang 浙江 area
Guanxiu 貫休,乾寧1 ,0894-12-01,0895-03-01,Jiangling 江陵,Travels here
Guanxiu 貫休,乾寧2 ,0895-03-01,0895-07-01,Longxing Temple in Jiangling 江陵龍興寺,"Visited here by Wu Rong 吳融, who had left his office"
Guanxiu 貫休,乾寧2,0895-07-01,0896-02-15,Jiangling 江陵,"Meets Wang Zhēnbai 王貞白, on his way back from passing the civil service exams; writes poem seeing him off"
Guanxiu 貫休,乾符3 Winter,0896-02-15,0896-07-01,Jiangling 江陵,"Gives copy of his poetry collection Xiyue ji 西嶽集 to Wu Rong, who was summoned back to the court"
Guanxiu 貫休,乾符3,0896-07-01,0897-03-01,Jiangling 江陵,"Writes poem to Liu Chonglu 劉崇魯, who has left office and is passing through"
Guanxiu 貫休,乾符4,0897-03-01,0898-03-01,Jiangling 江陵,Lives here
Guanxiu 貫休,乾符5 / 光化1,0898-03-01,0898-09-01,Jiangling 江陵,"Lives here, exchanges poetry with Daoist Master Zhang Dàogu 張道古, with Han Wo 韓偓"
Guanxiu 貫休,乾符5 / 光化1 Autumn,0898-09-01,0899-03-01,Xiang 湘,Travels south here
Guanxiu 貫休,光化2,0899-03-01,0899-04-30,Xiang 湘,Becomes close with Pei Yue 裴説
Guanxiu 貫休,光化2 Late Spring,0899-04-30,0900-03-01,Mt. Heng 衡山,Lives deep in the mountains here
Guanxiu 貫休,光化3,0900-03-01,0900-07-01,Caoxi 曹溪,Visits Huineng's memorial
Guanxiu 貫休,光化3,0900-07-01,0901-03-01,Nanhai 南海,"Travels here, writes poems thinking about Mt. Lu 廬山 and his old friends"
Guanxiu 貫休,光化4 / 天福1,0901-03-01,0902-03-01,Jiangling 江陵,"Returns here; sends a poem to Wu Rong 吳融, who's in Yujing 于競"
Guanxiu 貫休,天福2 Spring,0902-03-01,0902-04-01,Jingmen 荊門,Disrespectful to regional warlord Cheng Rui 成汭
Guanxiu 貫休,天福2 Spring,0902-04-01,0902-12-01,Qinzhong 黔中,Flees here to avoid wrath of Cheng Rui
Guanxiu 貫休,天福2 Winter,0902-12-01,0903-03-01,Jingmen 荊門,Returns here
Guanxiu 貫休,天福3 Spring,0903-03-01,0903-07-01,Jingmen 荊門,Writes poem on reading a stele
Guanxiu 貫休,天福3,0903-07-01,0903-12-01,Lumen in Xiangyang 襄陽鹿門,Visits former home of Meng Hàoran 孟浩然
Guanxiu 貫休,天福3 Winter,0903-12-01,0904-03-01,Chengdu 成都,Travels here after Cheng Rui 成汭 is killed in battle; presents poems to Shu king Wang Jiàn 王建
Guanxiu 貫休,天福4 / 天裕1,0904-03-01,0905-03-01,Chengdu 成都,Presents poems to Wang Jiàn; visits nearby temples and historical sites
Guanxiu 貫休,天裕2,0905-03-01,0906-03-01,Chengdu 成都,Writes poems thinking of Luo Yin 羅隱 and others
Guanxiu 貫休,天裕3,0906-03-01,0907-03-01,Longhua Temple 龍華寺 in Chengdu 成都,Wang Jiàn builds temple for Guànxiu to live in; Guànxiu becomes acquainted with Du Guangting 杜光庭
Guanxiu 貫休,天裕4 / 天復7,0907-03-01,0908-03-01,Chengdu 成都,Writes exchange poems with literati
Guanxiu 貫休,武成1 / 開平2,0908-03-01,0909-03-01,Chengdu 成都,"Presents birthday poems to Wang Jiàn; writes exchange poems with Wei Zhuang 韋莊, Zhang Ge 張格, etc."
Guanxiu 貫休,武成2 / 開平3,0909-03-01,0910-03-01,Chengdu 成都,Presents more birthday poems to Wang Jiàn; exchange poems with Wang Kai 王鍇 and others
Guanxiu 貫休,武成3 / 開平4,0910-03-01,0911-03-01,Chengdu 成都,Presents more birthday poems to Wang Jiàn; exchange poems with literati
Guanxiu 貫休,永平1 / 乾化1,0911-03-01,0913-01-08,Chengdu 成都,Presents more birthday poems to Wang Jiàn; exchange poems with literati
Guanxiu 貫休,永平2 / 乾化2 month 12,0913-01-08,0913-01-08,Longhua Temple 龍華寺 in Chengdu 成都,Dies
Guiren 歸仁,開平1,0907-05-15,0908-02-01,Luoyang 洛陽,lives at Lingquan temple 靈泉寺
Guiren 歸仁,,0908-02-01,0909-02-01,Luoyang 洛陽,
Guiren 歸仁,,0909-02-01,0910-02-13,Luoyang 洛陽,
Guiren 歸仁,開平4,0910-02-13,0911-02-01,Luoyang 洛陽,"lives at Lingquan temple 靈泉寺, writes poem mourning Luo Yin"
Hanxi 含曦,元和,0806-01-25,0807-02-01,Luoyang 洛陽,lives at Changshou Temple 長壽寺 during this period
Hanxi 含曦,,0807-02-01,0808-02-01,Luoyang 洛陽,
Hanxi 含曦,,0808-02-01,0809-02-01,Luoyang 洛陽,
Hanxi 含曦,,0809-02-01,0810-02-01,Luoyang 洛陽,
Hanxi 含曦,,0810-02-01,0811-02-01,Luoyang 洛陽,
Hanxi 含曦,,0811-02-01,0812-02-01,Luoyang 洛陽,
Hanxi 含曦,,0812-02-01,0813-02-01,Luoyang 洛陽,
Hanxi 含曦,,0813-02-01,0814-02-01,Luoyang 洛陽,
Hanxi 含曦,,0814-02-01,0815-02-01,Luoyang 洛陽,
Hanxi 含曦,,0815-02-01,0816-02-01,Luoyang 洛陽,
Hanxi 含曦,,0816-02-01,0817-02-01,Luoyang 洛陽,
Hanxi 含曦,,0817-02-01,0818-02-01,Luoyang 洛陽,
Hanxi 含曦,,0818-02-01,0819-02-01,Luoyang 洛陽,
Hanxi 含曦,,0819-02-01,0820-02-01,Luoyang 洛陽,
Hanxi 含曦,,0820-02-01,0821-02-08,Luoyang 洛陽,
Hanxi 含曦,,0821-02-08,0821-02-08,Luoyang 洛陽,
Huguo 護國,,0746-01-01,0747-01-01,Jiangnan 江南,
Huguo 護國,,0747-01-01,0748-01-01,Jiangnan 江南,
Huguo 護國,,0748-01-01,0749-01-01,Jiangnan 江南,
Huguo 護國,,0749-01-01,0750-01-01,Jiangnan 江南,
Huguo 護國,,0750-01-01,0751-01-01,Jiangnan 江南,
Huguo 護國,,0751-01-01,0752-01-01,Jiangnan 江南,
Huguo 護國,,0752-01-01,0753-01-01,Jiangnan 江南,
Huguo 護國,,0753-01-01,0754-01-01,Jiangnan 江南,
Huguo 護國,,0754-01-01,0755-01-01,Jiangnan 江南,
Huguo 護國,,0755-01-01,0756-01-01,Jiangnan 江南,
Huguo 護國,,0756-01-01,0757-01-01,Jiangnan 江南,
Huguo 護國,,0757-01-01,0758-01-01,Jiangnan 江南,
Huguo 護國,,0758-01-01,0759-01-01,Jiangnan 江南,
Huguo 護國,,0759-01-01,0760-01-01,Jiangnan 江南,
Huguo 護國,,0760-01-01,0761-01-01,Jiangnan 江南,
Huguo 護國,,0761-01-01,0762-01-01,Jiangnan 江南,
Huguo 護國,,0762-01-01,0763-01-01,Jiangnan 江南,
Huguo 護國,,0763-01-01,0764-01-01,Jiangnan 江南,
Huguo 護國,,0764-01-01,0765-01-01,Jiangnan 江南,
Huguo 護國,,0765-01-01,0766-01-01,Jiangnan 江南,
Huguo 護國,,0766-01-01,0767-01-01,Jiangnan 江南,
Huguo 護國,,0767-01-01,0768-01-01,Jiangnan 江南,
Huguo 護國,,0768-01-01,0769-01-01,Jiangnan 江南,
Huguo 護國,,0769-01-01,0770-01-01,Jiangnan 江南,
Huguo 護國,,0770-01-01,0771-01-01,Jiangnan 江南,
Huguo 護國,,0771-01-01,0772-01-01,Jiangnan 江南,
Huguo 護國,,0772-01-01,0773-01-01,Jiangnan 江南,
Huguo 護國,,0773-01-01,0774-12-31,Jiangnan 江南,
Huguo 護國,大歷9,0774-12-31,0774-12-31,Jiangnan 江南,dies
Jiaoran 皎然,天寶7,0748-02-04,0749-02-01,Changzhou 常州,"takes orders, perhaps here"
Jiaoran 皎然,,0749-02-01,0750-02-01,Changzhou 常州,
Jiaoran 皎然,,0750-02-01,0751-02-01,Changzhou 常州,
Jiaoran 皎然,,0751-02-01,0752-02-01,Changzhou 常州,
