Person,Time (Chinese),Start Time,End Time,Place,Event
Qiji 齊己,,0925-02-01,0926-09-21,Jingmen 荊門,
Qiji 齊己,天成1 Autumn,0926-09-21,0927-02-01,Jingmen 荊門,"at Longxing Temple, exchanges poems with Sun Guangxian"
Qiji 齊己,,0927-02-01,0928-02-01,Jingmen 荊門,
Qiji 齊己,,0928-02-01,0929-09-21,Jingmen 荊門,
Qiji 齊己,天成4 Autumn,0929-09-21,0930-02-01,Jingmen 荊門,"at Longxing Temple, presents poems to new ruler Gao Nian"
Qiji 齊己,,0930-02-01,0931-01-22,Jingmen 荊門,
Qiji 齊己,長興2,0931-01-22,0932-02-09,Jingmen 荊門,writes poem about reading Gao Nian's Dantai ji
Qiji 齊己,長興3,0932-02-09,0933-03-01,Jingmen 荊門,"still at Longxing Temple, writes poems to Shen Bin"
Qiji 齊己,長興4,0933-03-01,0934-01-18,Jingmen 荊門,"at Longxing Temple, exchanging poems with Gao Nian"
Qiji 齊己,應順1,0934-01-18,0935-02-02,Jingmen 荊門,"still at Longxing Temple, writes poems to Kuangbai"
Qiji 齊己,清泰2,0935-02-02,0936-02-01,Jingmen 荊門,"at Longxing Temple, sends poems to Sengda"
Qiji 齊己,,0936-02-01,0937-02-13,Jingmen 荊門,
Qiji 齊己,天福2,0937-02-13,0938-02-02,Jingmen 荊門,"at Longxing Temple, sends poems to Sun Fang, Sun Guangxian, Kezhun, Liang Zhen"
Qiji 齊己,天福3,0938-02-02,0938-02-02,Jingmen 荊門,"dies early this year, at Longxing Temple"
Qinghuo 清豁,,0923-02-01,0924-02-01,Yongtai 永泰,
Qinghuo 清豁,,0924-02-01,0925-02-01,Yongtai 永泰,
Qinghuo 清豁,,0925-02-01,0926-02-01,Yongtai 永泰,
Qinghuo 清豁,,0926-02-01,0927-02-01,Yongtai 永泰,
Qinghuo 清豁,,0927-02-01,0928-02-01,Yongtai 永泰,
Qinghuo 清豁,,0928-02-01,0929-02-01,Yongtai 永泰,
Qinghuo 清豁,,0929-02-01,0930-02-01,Yongtai 永泰,
Qinghuo 清豁,,0930-02-01,0931-02-01,Yongtai 永泰,
Qinghuo 清豁,,0931-02-01,0932-01-01,Yongtai 永泰,
Qinghuo 清豁,?,0932-01-01,0933-02-01,Zhangzhou 漳州,lives here at Baofu Hall 保福院
Qinghuo 清豁,,0933-02-01,0934-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0934-02-01,0935-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0935-02-01,0936-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0936-02-01,0937-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0937-02-01,0938-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0938-02-01,0939-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0939-02-01,0940-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0940-02-01,0941-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0941-02-01,0942-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0942-02-01,0943-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0943-02-01,0944-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0944-02-01,0945-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0945-02-01,0946-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0946-02-01,0947-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0947-02-01,0948-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0948-02-01,0949-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0949-02-01,0950-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0950-02-01,0951-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0951-02-01,0952-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0952-02-01,0953-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0953-02-01,0954-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0954-02-01,0955-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0955-02-01,0956-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0956-02-01,0957-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0957-02-01,0958-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0958-02-01,0959-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0959-02-01,0960-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0960-02-01,0970-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0970-02-01,0971-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0971-02-01,0972-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0972-02-01,0973-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0973-02-01,0974-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0974-02-01,0975-02-01,Zhangzhou 漳州,
Qinghuo 清豁,,0975-02-01,0976-03-01,Zhangzhou 漳州,
Qinghuo 清豁,興國1,0976-03-01,0976-03-01,Zhangzhou 漳州,dies around this time
Qingjiang 清江,大歷2,0767-02-04,0768-02-01,Hangzhou 杭州,Seeks dharma at Tianzhu jietan 天竺戒壇
Qingjiang 清江,,0768-02-01,0769-02-01,Hangzhou 杭州,
Qingjiang 清江,,0769-02-01,0770-02-01,Hangzhou 杭州,
Qingjiang 清江,,0770-02-01,0771-02-01,Hangzhou 杭州,
Qingjiang 清江,,0771-02-01,0772-02-01,Hangzhou 杭州,
Qingjiang 清江,,0772-02-01,0773-02-01,Hangzhou 杭州,
Qingjiang 清江,,0773-02-01,0774-02-01,Hangzhou 杭州,
Qingjiang 清江,,0774-02-01,0775-02-01,Hangzhou 杭州,
Qingjiang 清江,,0775-02-01,0776-02-01,Hangzhou 杭州,
Qingjiang 清江,,0776-02-01,0778-02-01,Hangzhou 杭州,
Qingjiang 清江,,0778-02-01,0779-02-01,Hangzhou 杭州,
Qingjiang 清江,,0779-02-01,0780-02-01,Hangzhou 杭州,
Qingjiang 清江,,0780-02-01,0781-09-22,Hangzhou 杭州,
Qingjiang 清江,建中2 Autumn,0781-09-22,0781-11-20,Chang'an 長安,lives here
Qingjiang 清江,建中2 Winter,0781-11-20,0782-03-01,Yuezhou 越州,heads south
Qingjiang 清江,建中3,0782-03-01,0783-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0783-02-01,0784-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0784-02-01,0785-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0785-02-01,0786-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0786-02-01,0787-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0787-02-01,0788-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0788-02-01,0789-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0789-02-01,0790-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0790-02-01,0791-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0791-02-01,0792-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0792-02-01,0793-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0793-02-01,0794-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0794-02-01,0795-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0795-02-01,0796-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0796-02-01,0797-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0797-02-01,0798-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0798-02-01,0799-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0799-02-01,0800-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0800-02-01,0801-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0801-02-01,0802-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0802-02-01,0803-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0803-02-01,0804-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0804-02-01,0805-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0805-02-01,0806-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0806-02-01,0807-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0807-02-01,0808-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0808-02-01,0809-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0809-02-01,0810-02-01,Xiangzhou 襄州,
Qingjiang 清江,,0810-02-01,0811-03-01,Xiangzhou 襄州,
Qingjiang 清江,元和6,0811-03-01,0811-03-01,Xiangzhou 襄州,dies here around this time?
Qingyun 卿雲,乾符,0874-12-17,0875-02-01,Lingnan 嶺南,from here; active during this period
Qingyun 卿雲,,0875-02-01,0876-02-01,Lingnan 嶺南,
Qingyun 卿雲,,0876-02-01,0877-02-01,Lingnan 嶺南,
Qingyun 卿雲,,0877-02-01,0878-02-01,Lingnan 嶺南,
Qingyun 卿雲,,0878-02-01,0879-02-01,Lingnan 嶺南,
Qingyun 卿雲,,0879-02-01,0880-02-13,Lingnan 嶺南,
Qingyun 卿雲,,0880-02-13,0880-02-13,Lingnan 嶺南,
Qiyi 棲一,?,0903-12-01,0904-02-01,Wuchang 武昌 ,"only know him from a Guanxiu poem, written while at Shu, addressing him as a monk of Wuchang"
Qiyi 棲一,,0904-02-01,0905-02-01,Wuchang 武昌 ,
Qiyi 棲一,,0905-02-01,0906-02-01,Wuchang 武昌 ,
Qiyi 棲一,,0906-02-01,0907-02-01,Wuchang 武昌 ,
Qiyi 棲一,,0907-02-01,0908-02-01,Wuchang 武昌 ,
Qiyi 棲一,,0908-02-01,0909-02-01,Wuchang 武昌 ,
Qiyi 棲一,,0909-02-01,0910-02-01,Wuchang 武昌 ,
Qiyi 棲一,,0910-02-01,0911-02-01,Wuchang 武昌 ,
Qiyi 棲一,,0911-02-01,0912-02-01,Wuchang 武昌 ,
Qiyi 棲一,,0912-02-01,0913-02-01,Wuchang 武昌 ,
Qiyi 棲一,,0913-02-01,0913-02-01,Wuchang 武昌 ,
Ruoxu 若虛,?,0890-01-01,0892-02-01,Mt. Lu 廬山,lives here early in life
Ruoxu 若虛,,0892-02-01,0893-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0893-02-01,0894-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0894-02-01,0895-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0895-02-01,0896-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0896-02-01,0897-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0897-02-01,0898-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0898-02-01,0899-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0899-02-01,0900-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0900-02-01,0901-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0901-02-01,0902-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0902-02-01,0903-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0903-02-01,0904-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0904-02-01,0905-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0905-02-01,0906-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0906-02-01,0907-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0907-02-01,0908-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0908-02-01,0909-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0909-02-01,0910-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0910-02-01,0911-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0911-02-01,0912-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0912-02-01,0913-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0913-02-01,0914-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0914-02-01,0915-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0915-02-01,0916-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0916-02-01,0917-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0917-02-01,0918-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0918-02-01,0919-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0919-02-01,0920-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0920-02-01,0921-01-01,Mt. Lu 廬山,
Ruoxu 若虛,?,0921-01-01,0922-02-01,Jiangbei 江北,"travels north, is gone from Mt. Lu at least 24 years"
Ruoxu 若虛,,0922-02-01,0923-02-01,Jiangbei 江北,
Ruoxu 若虛,,0923-02-01,0924-02-01,Jiangbei 江北,
Ruoxu 若虛,,0924-02-01,0925-02-01,Jiangbei 江北,
Ruoxu 若虛,,0925-02-01,0926-02-01,Jiangbei 江北,
Ruoxu 若虛,,0926-02-01,0927-02-01,Jiangbei 江北,
Ruoxu 若虛,,0927-02-01,0928-02-01,Jiangbei 江北,
Ruoxu 若虛,,0928-02-01,0929-02-01,Jiangbei 江北,
Ruoxu 若虛,,0929-02-01,0930-02-01,Jiangbei 江北,
Ruoxu 若虛,,0930-02-01,0931-02-01,Jiangbei 江北,
Ruoxu 若虛,,0931-02-01,0932-02-01,Jiangbei 江北,
Ruoxu 若虛,,0932-02-01,0933-02-01,Jiangbei 江北,
Ruoxu 若虛,,0933-02-01,0934-02-01,Jiangbei 江北,
Ruoxu 若虛,,0934-02-01,0935-02-01,Jiangbei 江北,
Ruoxu 若虛,,0935-02-01,0936-02-01,Jiangbei 江北,
Ruoxu 若虛,,0936-02-01,0937-02-01,Jiangbei 江北,
Ruoxu 若虛,,0937-02-01,0938-02-01,Jiangbei 江北,
Ruoxu 若虛,,0938-02-01,0939-02-01,Jiangbei 江北,
Ruoxu 若虛,,0939-02-01,0940-02-01,Jiangbei 江北,
Ruoxu 若虛,,0940-02-01,0941-02-01,Jiangbei 江北,
Ruoxu 若虛,,0941-02-01,0942-02-01,Jiangbei 江北,
Ruoxu 若虛,,0942-02-01,0943-02-01,Jiangbei 江北,
Ruoxu 若虛,,0943-02-01,0944-02-01,Jiangbei 江北,
Ruoxu 若虛,,0944-02-01,0945-01-01,Jiangbei 江北,
Ruoxu 若虛,?,0945-01-01,0946-02-01,Mt. Lu 廬山,returns here
Ruoxu 若虛,,0946-02-01,0947-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0947-02-01,0948-02-01,Mt. Lu 廬山,
Ruoxu 若虛,,0948-02-01,0949-12-31,Mt. Lu 廬山,
Ruoxu 若虛,乾裕2,0949-12-31,0949-12-31,Mt. Lu 廬山,dies here
Sengluan 僧鸞,,0861-02-01,0862-02-01,Shu 蜀,
Sengluan 僧鸞,,0862-02-01,0863-02-01,Shu 蜀,
Sengluan 僧鸞,,0863-02-01,0864-02-01,Shu 蜀,
Sengluan 僧鸞,,0864-02-01,0865-02-01,Shu 蜀,
Sengluan 僧鸞,,0865-02-01,0866-02-01,Shu 蜀,
Sengluan 僧鸞,,0866-02-01,0867-02-01,Shu 蜀,
Sengluan 僧鸞,,0867-02-01,0868-02-01,Shu 蜀,
Sengluan 僧鸞,,0868-02-01,0869-02-01,Shu 蜀,
Sengluan 僧鸞,,0869-02-01,0870-02-01,Shu 蜀,
Sengluan 僧鸞,,0870-02-01,0871-02-01,Shu 蜀,
Sengluan 僧鸞,,0871-02-01,0872-02-01,Shu 蜀,
Sengluan 僧鸞,,0872-02-01,0873-01-01,Shu 蜀,
Sengluan 僧鸞,?,0873-01-01,0874-02-01,Jiazhou 嘉州,sought out Xue Neng 薛能 here
Sengluan 僧鸞,,0874-02-01,0875-01-01,Jiazhou 嘉州,
Sengluan 僧鸞,?,0875-01-01,0876-02-01,Chang'an 長安,
Sengluan 僧鸞,,0876-02-01,0877-02-01,Chang'an 長安,
Sengluan 僧鸞,,0877-02-01,0878-02-01,Chang'an 長安,
Sengluan 僧鸞,,0878-02-01,0879-12-01,Chang'an 長安,
Sengluan 僧鸞,?,0879-12-01,0880-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0880-02-01,0881-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0881-02-01,0882-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0882-02-01,0883-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0883-02-01,0884-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0884-02-01,0885-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0885-02-01,0886-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0886-02-01,0887-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0887-02-01,0888-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0888-02-01,0889-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0889-02-01,0890-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0890-02-01,0891-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0891-02-01,0892-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0892-02-01,0893-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0893-02-01,0894-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0894-02-01,0895-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0895-02-01,0896-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0896-02-01,0897-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0897-02-01,0898-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0898-02-01,0899-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0899-02-01,0900-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0900-02-01,0901-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0901-02-01,0902-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0902-02-01,0903-02-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0903-02-01,0904-12-01,Mt. Lu 廬山,
Sengluan 僧鸞,,0904-12-01,0904-12-01,Mt. Lu 廬山,
Shangyan 尚顏,,0841-02-01,0842-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0842-02-01,0843-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0843-02-01,0844-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0844-02-01,0845-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0845-02-01,0846-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0846-02-01,0847-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0847-02-01,0849-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0849-02-01,0850-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0850-02-01,0851-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0851-02-01,0852-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0852-02-01,0853-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0853-02-01,0854-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0854-02-01,0855-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0855-02-01,0856-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0856-02-01,0857-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0857-02-01,0858-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0858-02-01,0859-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0859-02-01,0860-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0860-02-01,0861-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0861-02-01,0862-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0862-02-01,0863-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0863-02-01,0864-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0864-02-01,0865-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0865-02-01,0866-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0866-02-01,0867-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0867-02-01,0868-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0868-02-01,0869-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0869-02-01,0870-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0870-02-01,0871-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0871-02-01,0872-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0872-02-01,0873-02-01,Mt. Lu 廬山,
Shangyan 尚顏,,0873-02-01,0874-01-22,Mt. Lu 廬山,
Shangyan 尚顏,咸通15,0874-01-22,0875-02-01,?,wrote poem mourning Chen Tao 陳陶
Shangyan 尚顏,,0875-02-01,0876-02-01,?,
Shangyan 尚顏,,0876-02-01,0877-02-01,?,
Shangyan 尚顏,,0877-02-01,0878-02-01,?,
Shangyan 尚顏,,0878-02-01,0879-01-26,?,
Shangyan 尚顏,乾符6,0879-01-26,0880-02-01,Xuzhou 徐州,"visits Xue Neng 薛能, visits Lu Guimeng before this"
Shangyan 尚顏,,0880-02-01,0881-02-01,Xuzhou 徐州,
Shangyan 尚顏,,0881-02-01,0882-02-01,Xuzhou 徐州,
Shangyan 尚顏,,0882-02-01,0883-02-01,Xuzhou 徐州,
Shangyan 尚顏,,0883-02-01,0884-02-01,Xuzhou 徐州,
Shangyan 尚顏,,0884-02-01,0885-02-01,Xuzhou 徐州,
Shangyan 尚顏,,0885-02-01,0886-02-01,Xuzhou 徐州,
Shangyan 尚顏,,0886-02-01,0887-02-01,Xuzhou 徐州,
Shangyan 尚顏,,0887-02-01,0888-02-01,Xuzhou 徐州,
Shangyan 尚顏,,0888-02-01,0890-02-01,Xuzhou 徐州,
Shangyan 尚顏,,0890-02-01,0891-02-01,Xuzhou 徐州,
Shangyan 尚顏,,0891-02-01,0892-02-01,Xuzhou 徐州,
Shangyan 尚顏,,0892-02-01,0893-01-22,Xuzhou 徐州,
Shangyan 尚顏,景福2,0893-01-22,0894-02-01,Chang'an 長安,travels here to visit Lu Xisheng 陸希聲
Shangyan 尚顏,,0894-02-01,0895-01-30,Chang'an 長安,
Shangyan 尚顏,乾寧2,0895-01-30,0895-12-31,?,sends poem to Sikong Tu in Huayang
Shangyan 尚顏,?,0895-12-31,0896-02-01,Xiazhou 峽州,returns here; serves Cheng Rui 成汭
Shangyan 尚顏,,0896-02-01,0897-02-01,Xiazhou 峽州,
Shangyan 尚顏,,0897-02-01,0898-02-01,Xiazhou 峽州,
Shangyan 尚顏,,0898-02-01,0899-02-01,Xiazhou 峽州,
Shangyan 尚顏,,0899-02-01,0900-05-02,Xiazhou 峽州,
Shangyan 尚顏,光化3四月,0900-05-02,0900-12-31,Chang'an 長安,received favor of emperor
Shangyan 尚顏,?,0900-12-31,0901-02-01,Xiazhou 峽州,returns here; serves Cheng Rui 成汭
Shangyan 尚顏,,0901-02-01,0902-02-01,Xiazhou 峽州,
Shangyan 尚顏,,0902-02-01,0903-02-01,Xiazhou 峽州,
Shangyan 尚顏,,0903-02-01,0904-02-01,Xiazhou 峽州,
Shangyan 尚顏,,0904-02-01,0905-02-01,Xiazhou 峽州,
Shangyan 尚顏,,0905-02-01,0906-02-01,Xiazhou 峽州,
Shangyan 尚顏,,0906-02-01,0907-05-15,Xiazhou 峽州,
Shangyan 尚顏,開平1,0907-05-15,0908-02-01,Mt. Yuelu 岳麓山,"lives here, exchanges poetry with Qiji"
Shangyan 尚顏,,0908-02-01,0909-02-01,Mt. Yuelu 岳麓山,
Shangyan 尚顏,,0909-02-01,0910-02-01,Mt. Yuelu 岳麓山,
Shangyan 尚顏,,0910-02-01,0911-02-01,Mt. Yuelu 岳麓山,
Shangyan 尚顏,,0911-02-01,0912-02-01,Mt. Yuelu 岳麓山,
Shangyan 尚顏,,0912-02-01,0913-02-01,Mt. Yuelu 岳麓山,
Shangyan 尚顏,,0913-02-01,0914-02-01,Mt. Yuelu 岳麓山,
Shangyan 尚顏,,0914-02-01,0915-02-01,Mt. Yuelu 岳麓山,
Shangyan 尚顏,,0915-02-01,0916-02-01,Mt. Yuelu 岳麓山,
Shangyan 尚顏,,0916-02-01,0917-02-01,Mt. Yuelu 岳麓山,
Shangyan 尚顏,,0917-02-01,0918-02-01,Mt. Yuelu 岳麓山,
Shangyan 尚顏,,0918-02-01,0919-02-01,Mt. Yuelu 岳麓山,
Shangyan 尚顏,,0919-02-01,0920-02-01,Mt. Yuelu 岳麓山,
Shangyan 尚顏,,0920-02-01,0921-02-10,Mt. Yuelu 岳麓山,
Shangyan 尚顏,貞明6,0921-02-10,0921-02-10,Mt. Yuelu 岳麓山,dies sometime around this time
Shenyan 神宴,?,0873-03-01,0874-02-01,Mt. Bailu in Weizhou 衛州白鹿山 ,becomes monk
Shenyan 神宴,,0874-02-01,0875-02-01,Mt. Bailu in Weizhou 衛州白鹿山 ,
Shenyan 神宴,,0875-02-01,0876-02-01,Mt. Bailu in Weizhou 衛州白鹿山 ,
Shenyan 神宴,,0876-02-01,0877-02-01,Mt. Bailu in Weizhou 衛州白鹿山 ,
Shenyan 神宴,,0877-02-01,0878-02-01,Mt. Bailu in Weizhou 衛州白鹿山 ,
Shenyan 神宴,,0878-02-01,0879-02-01,Mt. Bailu in Weizhou 衛州白鹿山 ,
Shenyan 神宴,,0879-02-01,0880-02-01,Mt. Bailu in Weizhou 衛州白鹿山 ,
Shenyan 神宴,,0880-02-01,0881-02-01,Mt. Bailu in Weizhou 衛州白鹿山 ,
Shenyan 神宴,,0881-02-01,0882-03-01,Mt. Bailu in Weizhou 衛州白鹿山 ,
Shenyan 神宴,中和2,0882-03-01,0883-02-01,Mt. Song 嵩山,receives precepts
Shenyan 神宴,,0883-02-01,0884-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0884-02-01,0885-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0885-02-01,0886-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0886-02-01,0887-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0887-02-01,0888-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0888-02-01,0889-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0889-02-01,0890-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0890-02-01,0891-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0891-02-01,0892-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0892-02-01,0893-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0893-02-01,0894-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0894-02-01,0895-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0895-02-01,0896-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0896-02-01,0897-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0897-02-01,0898-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0898-02-01,0899-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0899-02-01,0900-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0900-02-01,0901-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0901-02-01,0902-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0902-02-01,0903-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0903-02-01,0904-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0904-02-01,0905-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0905-02-01,0906-02-01,Mt. Song 嵩山,
Shenyan 神宴,,0906-02-01,0907-05-15,Mt. Song 嵩山,
Shenyan 神宴,開平1,0907-05-15,0908-03-01,Fuzhou 福州,"living here, on Mt. Xuefeng 雪封山"
Shenyan 神宴,開平2,0908-03-01,0909-02-01,Fuzhou 福州,"living here, on Mt. Xuefeng 雪封山"
Shenyan 神宴,開平3,0910-02-12,0911-02-01,Fuzhou 福州,"living here on Mt. Gu 鼓山, exchanges poems/gathas"
Shenyan 神宴,,0910-02-12,0911-02-01,Fuzhou 福州,
